Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,$13.2448,-2.4552,-15.638%,444793046.00,United Kingdom,2013,2016852,Transportation,Marine Transportation
KRKR,36Kr Holdings Inc. American Depositary Shares,$1.35,-0.02,-1.46%,52048971.00,China,2019,153927,Miscellaneous,Business Services
KRNT,Kornit Digital Ltd. Ordinary Shares,$158.26,3.35,2.163%,7364900674.00,Israel,2015,540241,Capital Goods,Industrial Machinery/Components
KT,KT Corporation Common Stock,$12.63,-0.06,-0.473%,5920333062.00,South Korea,,285438,Public Utilities,Telecommunications Equipment
KXIN,Kaixin Auto Holdings Ordinary Shares,$1.72,0.01,0.585%,246752051.00,China,2017,694608,Finance,Business Services
KZIA,Kazia Therapeutics Limited American Depositary Shares,$9.8764,-0.1536,-1.531%,130380529.00,Australia,,11668,Health Care,Biotechnology: Pharmaceutical Preparations
LAAAW,Lakeshore Acquisition I Corp. Warrant,$0.51,-0.02,-3.774%,0.00,China,2021,1500,,
LAXXU,8i Acquisition 2 Corp. Unit,$10.12,0.00,0.00%,0.00,Singapore,2021,98,,
LBPS,4D pharma plc American Depositary Shares,$6.08,0.06,0.997%,137028730.00,United Kingdom,,44142,Health Care,Biotechnology: Pharmaceutical Preparations
LBPSW,4D pharma plc Warrant,$0.56,0.01,1.818%,0.00,United Kingdom,,8488,Health Care,Biotechnology: Pharmaceutical Preparations
LBTYA,Liberty Global plc Class A Ordinary Shares,$26.72,0.32,1.212%,14506843429.00,United Kingdom,,1251313,Consumer Services,Television Services
LBTYB,Liberty Global plc Class B Ordinary Shares,$26.9621,0.00,0.00%,14638284551.00,United Kingdom,,2,Consumer Services,Television Services
LBTYK,Liberty Global plc Class C Ordinary Shares,$26.965,0.325,1.22%,14639859021.00,United Kingdom,,2809297,Consumer Services,Television Services
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,$9.76,0.00,0.00%,349540658.00,Singapore,2021,62,Finance,Business Services
LCAAU,L Catterton Asia Acquisition Corp Units,$10.07,-0.0827,-0.815%,0.00,Singapore,2021,1500,Finance,Business Services
LCAAW,L Catterton Asia Acquisition Corp Warrant,$0.9301,0.00,0.00%,0.00,Singapore,2021,2530,Finance,Business Services
LEDS,SemiLEDS Corporation Common Stock,$5.97,-0.47,-7.298%,26532346.00,Taiwan,2010,121217,Technology,Semiconductors
LFC,China Life Insurance Company Limited American Depositary Shares,$8.19,0.03,0.368%,46297594980.00,China,2003,527808,Finance,Life Insurance
LGHL,Lion Group Holding Ltd. American Depositary Share,$1.92,-0.12,-5.882%,75208850.00,China,,268763,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd. Warrant,$0.1512,-0.0107,-6.609%,0.00,China,,42400,Finance,Investment Bankers/Brokers/Service
LI,Li Auto Inc. American Depositary Shares,$35.19,-0.25,-0.705%,36346262639.00,China,2020,17693886,Capital Goods,Auto Manufacturing
LILM,Lilium N.V. Class A Ordinary Shares,$6.64,-0.48,-6.742%,1886490792.00,Germany,,628148,,
LILMW,Lilium N.V. Warrants,$1.47,-0.08,-5.161%,0.00,Germany,,54287,,
LIQT,LiqTech International Inc. Common Stock,$4.87,-0.04,-0.815%,103661388.00,Denmark,,69126,Capital Goods,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,$1.39,0.02,1.46%,155368051.00,China,2013,327459,Consumer Services,Catalog/Specialty Distribution
LIVN,LivaNova PLC Ordinary Shares,$81.33,1.17,1.46%,4328829590.00,United Kingdom,,301846,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIZI,LIZHI INC. American Depositary Shares,$2.00,-0.12,-5.66%,100557606.00,China,2020,640636,Technology,Computer Software: Programming Data Processing
LKCO,Luokung Technology Corp Ordinary Shares,$0.8569,-0.0031,-0.36%,327680466.00,China,,2303178,Technology,EDP Services
LLL,JX Luxventure Limited Common Stock,$2.40,-0.26,-9.774%,6219118.00,China,2013,376974,Consumer Non-Durables,Apparel
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,$8.465,0.075,0.894%,6057819801.00,South Korea,2004,365923,Capital Goods,Industrial Machinery/Components
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,$6.11,-0.27,-4.232%,15044659843.00,China,2020,13793077,Finance,Finance: Consumer Services
LVTX,LAVA Therapeutics N.V. Ordinary Shares,$6.92,-0.02,-0.288%,178366723.00,Netherlands,2021,2286,Health Care,Biotechnology: Pharmaceutical Preparations
LX,LexinFintech Holdings Ltd. American Depositary Shares,$4.045,-0.155,-3.69%,731577584.00,China,2017,2203495,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,$9.58,0.00,0.00%,127733972.00,China,2020,3,Consumer Services,Other Consumer Services
LXFR,Luxfer Holdings PLC Ordinary Shares,$19.06,0.08,0.421%,528055737.00,United Kingdom,2012,63595,Capital Goods,Metal Fabrications
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),$85.60,-1.53,-1.756%,28486305606.00,Netherlands,,2009425,Basic Industries,Major Chemicals
LYG,Lloyds Banking Group Plc American Depositary Shares,$2.42,-0.01,-0.412%,42958048014.00,United Kingdom,,7388045,Finance,Commercial Banks
LYL,Dragon Victory International Limited Ordinary Shares,$1.341,-0.059,-4.214%,15316088.00,China,2017,43128,Finance,Finance/Investors Services
MANU,Manchester United Ltd. Class A Ordinary Shares,$14.68,-0.73,-4.737%,2392880561.00,United Kingdom,2012,457031,Consumer Services,Movies/Entertainment
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,$16.995,-1.255,-6.877%,751730573.00,Singapore,,368097,Finance,Investment Managers
MBOT,Microbot Medical Inc. Common Stock,$5.08,-0.05,-0.975%,36109316.00,Israel,,69392,Health Care,Medical/Dental Instruments
MBT,Mobile TeleSystems Public Joint Stock Company American Depositary Shares (Each representing 2 Shares of Common Stock),$8.105,0.095,1.186%,6998493153.00,Russia,,1776349,Public Utilities,Telecommunications Equipment
MDGS,Medigus Ltd. American Depositary Shares,$1.1601,0.0001,0.009%,27668598.00,Israel,,231927,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd. Series C Warrant,$0.35,0.0047,1.361%,0.00,Israel,,2000,Health Care,Medical/Dental Instruments
MDJH,MDJM LTD Ordinary Share,$3.02,0.51,20.319%,35155276.00,China,2019,2555794,Finance,Real Estate
MDWD,MediWound Ltd. Ordinary Shares,$2.575,-0.095,-3.558%,70161272.00,Israel,2014,87736,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,MDxHealth SA American Depositary Shares,$9.50,0.42,4.626%,148170759.00,Belgium,2021,135357,,
MESO,Mesoblast Limited American Depositary Shares,$5.83,-0.22,-3.636%,754867724.00,Australia,2015,93844,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
METX,Meten Holding Group Ltd. Ordinary Shares,$0.3107,-0.0358,-10.332%,105993082.00,China,,28197028,Consumer Services,Other Consumer Services
METXW,Meten Holding Group Ltd. Warrant,$0.1899,-0.01,-5.003%,0.00,China,,28729,Consumer Services,Other Consumer Services
MF,Missfresh Limited American Depositary Shares,$5.0453,-0.0547,-1.073%,1187923413.00,China,2021,264696,,
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),$2.50,0.05,2.041%,31683125000.00,Japan,,752201,Finance,Major Banks
MFH,Mercurity Fintech Holding Inc. ADS,$3.73,0.05,1.359%,35983053.00,China,2015,1055264,Technology,EDP Services
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,$20.81,-0.69,-3.209%,1020419495.00,Israel,1991,29380,Technology,Computer Software: Prepackaged Software
MIGI,Mawson Infrastructure Group Inc. Common Stock,$9.66,-0.34,-3.40%,666550346.00,Australia,,70620,Technology,EDP Services
MIME,Mimecast Limited Ordinary Shares,$76.00,-5.00,-6.173%,5046001608.00,United Kingdom,2015,612193,Technology,Computer Software: Prepackaged Software
MITC,MeaTech 3D Ltd. American Depositary Shares,$6.80,-0.11,-1.592%,84534880.00,Israel,2021,45177,Consumer Non-Durables,Packaged Foods
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,$11.985,0.665,5.875%,290724747.00,South Africa,2013,31475,Technology,Computer Software: Prepackaged Software
MKD,Molecular Data Inc. American Depositary Shares,$0.2519,-0.0011,-0.435%,46028804.00,China,2019,43989658,Miscellaneous,Business Services
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,$9.99,0.00,0.00%,179507813.00,Hong Kong,2020,15,Finance,Business Services
MLACW,Malacca Straits Acquisition Company Limited Warrants,$0.5011,-0.0589,-10.518%,0.00,Hong Kong,2020,1400,Finance,Business Services
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,$9.13,-0.63,-6.455%,4356862139.00,Hong Kong,,2769568,Consumer Services,Hotels/Resorts
MMYT,MakeMyTrip Limited Ordinary Shares,$25.01,0.66,2.71%,2619371980.00,India,2010,674619,Transportation,Other Consumer Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,$3.01,0.02,0.669%,60157336.00,Israel,,21834,Technology,EDP Services
MNDY,monday.com Ltd. Ordinary Shares,$317.01,-42.79,-11.893%,13988174033.00,Israel,2021,577152,,
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,$12.96,-0.34,-2.556%,3970834980.00,China,2020,286458,Consumer Services,Department/Specialty Retail Stores
MOHO,ECMOHO Limited American Depositary Shares,$0.491,0.006,1.237%,22801733.00,China,2019,463926,Consumer Services,Catalog/Specialty Distribution
MOLN,Molecular Partners AG American Depositary Shares,$13.09,-0.92,-6.567%,422568801.00,Switzerland,2021,44405,,
MOMO,Hello Group Inc. American Depositary Shares,$10.12,-1.45,-12.532%,2082858881.00,China,2014,5868414,Technology,Computer Software: Prepackaged Software
MOR,MorphoSys AG American Depositary Shares,$9.98,-0.13,-1.286%,1362909718.00,Germany,2018,36383,Health Care,Biotechnology: Pharmaceutical Preparations
MOTS,Motus GI Holdings Inc. Common Stock,$0.4501,-0.0399,-8.143%,21729675.00,Israel,2018,619476,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOXC,Moxian (BVI) Inc Ordinary Shares,$3.99,-0.45,-10.135%,64604201.00,China,,108645,,
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,$9.97,-0.05,-0.499%,69772921.00,Hong Kong,2021,158905,Finance,Business Services
MPACR,Model Performance Acquisition Corp. Right,$0.50,0.00,0.00%,0.00,Hong Kong,2021,8,Finance,Business Services
MPACW,Model Performance Acquisition Corp. Warrant,$0.81,0.09,12.50%,0.00,Hong Kong,2021,135240,Finance,Business Services
MREO,Mereo BioPharma Group plc American Depositary Shares,$1.68,-0.08,-4.545%,181679872.00,United Kingdom,,900328,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,$6.35,-0.57,-8.237%,31003875.00,Japan,2020,93876,Consumer Services,Other Consumer Services
MRUS,Merus N.V. Common Shares,$25.22,-0.79,-3.037%,1076178080.00,Netherlands,2016,110685,Health Care,Biotechnology: Pharmaceutical Preparations
MT,Arcelor Mittal NY Registry Shares NEW,$27.01,0.23,0.859%,25461702556.00,Luxembourg,,5613574,Basic Industries,Steel/Iron Ore
MTC,MMTec Inc. Common Shares,$1.2855,0.0155,1.22%,25799985.00,China,2019,66312,Technology,Computer Software: Prepackaged Software
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,$64.59,1.55,2.459%,0.00,Luxembourg,2020,11389,Basic Industries,Steel/Iron Ore
MTD,Mettler-Toledo International Inc. Common Stock,$1536.20,22.07,1.458%,35310563211.00,Switzerland,1997,81397,Health Care,Medical Specialities
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),$2.92,0.05,1.742%,793558238.00,Russia,2004,117598,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),$1.7207,0.1207,7.544%,,Russia,,70783,,
MTLS,Materialise NV American Depositary Shares,$22.505,-1.845,-7.577%,1309129511.00,Belgium,2014,195741,Technology,Computer Software: Prepackaged Software
MTP,Midatech Pharma PLC American Depositary Shs,$1.38,-0.08,-5.479%,17493064.00,United Kingdom,,82222,Health Care,Biotechnology: Pharmaceutical Preparations
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,$5.35,0.07,1.326%,68694593850.00,Japan,,1690449,Finance,Commercial Banks
MX,Magnachip Semiconductor Corporation Common Stock,$17.795,-0.285,-1.576%,820896269.00,Luxembourg,2011,276730,Technology,Semiconductors
MYNA,Mynaric AG American Depository Shares,$15.95,-0.34,-2.087%,334500082.00,Germany,2021,65663,,
MYNZ,Mainz Biomed B.V. Ordinary Shares,$8.6204,-1.1196,-11.495%,100944884.00,Germany,2021,169560,,
MYSZ,My Size Inc. Common Stock,$0.725,-0.0585,-7.466%,17387315.00,Israel,,944033,Technology,Retail: Computer Software & Peripheral Equipment
NAKD,Naked Brand Group Limited Ordinary Shares,$0.5671,-0.044,-7.20%,544191824.00,New Zealand,,54652668,Basic Industries,Industrial Specialties
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,$0.7198,-0.0591,-7.588%,40826867.00,Ireland,2015,755101,Health Care,Biotechnology: Pharmaceutical Preparations
NBTX,Nanobiotix S.A. American Depositary Shares,$8.48,0.00,0.00%,295155796.00,France,2020,14,Health Care,Biotechnology: Pharmaceutical Preparations
NCNA,NuCana plc American Depositary Share,$2.584,-0.146,-5.348%,134833120.00,United Kingdom,2017,232413,Health Care,Biotechnology: Pharmaceutical Preparations
NCTY,The9 Limited American Depository Shares,$9.51,-0.48,-4.805%,188619248.00,China,2004,309984,Technology,Computer Software: Prepackaged Software
NEGG,Newegg Commerce Inc. Common Shares,$16.8043,-1.6257,-8.821%,7561028.00,China,,1031419,,
NEON,Neonode Inc. Common Stock,$9.14,-0.62,-6.352%,123949523.00,Sweden,,29573,Capital Goods,Industrial Machinery/Components
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$66.32,0.25,0.378%,47976986989.00,United Kingdom,,361617,Public Utilities,Natural Gas Distribution
NGMS,NeoGames S.A. Ordinary Shares,$30.92,-2.40,-7.203%,789098993.00,Israel,2020,94094,Consumer Services,Services-Misc. Amusement & Recreation
NICE,NICE Ltd American Depositary Shares,$296.96,4.98,1.706%,18744543119.00,Israel,,387926,Technology,Computer Manufacturing
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,$7.35,-0.21,-2.778%,129496041.00,China,2016,37650,Capital Goods,Metal Fabrications
NIU,Niu Technologies American Depositary Shares,$20.465,0.125,0.615%,1560967855.00,China,2018,877471,Capital Goods,Auto Manufacturing
NLSN,Nielsen N.V. Ordinary Shares,$19.24,0.08,0.418%,6905763984.00,Netherlands,2011,2807733,Miscellaneous,Business Services
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,$1.925,-0.105,-5.172%,28390932.00,Switzerland,2021,2432760,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,NLS Pharmaceutics Ltd. Warrant,$0.46,-0.136,-22.819%,0.00,Switzerland,2021,14953,Health Care,Biotechnology: Pharmaceutical Preparations
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,$24.49,-1.60,-6.133%,739526661.00,Greece,2007,286874,Transportation,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,$4.135,-0.035,-0.839%,12799363299.00,Japan,,1170677,Finance,Investment Bankers/Brokers/Service
NMRD,Nemaura Medical Inc. Common Stock,$4.70,-0.15,-3.093%,107600414.00,United Kingdom,,12458,Health Care,Medical Specialities
NNDM,Nano Dimension Ltd. American Depositary Shares,$4.475,-0.315,-6.576%,1147789541.00,Israel,,4978057,Technology,Electrical Products
NNOX,NANO-X IMAGING LTD Ordinary Shares,$18.0332,-2.5968,-12.587%,863388482.00,Israel,2020,1142253,Health Care,Medical Electronics
NOAH,Noah Holdings Limited,$36.53,0.10,0.274%,2231569480.00,China,2010,61014,Finance,Investment Managers
NOK,Nokia Corporation Sponsored American Depositary Shares,$5.5704,-0.0296,-0.529%,31386719602.00,Finland,1994,20892361,Technology,Radio And Television Broadcasting And Communications Equipment
NOVVR,Nova Vision Acquisition Corp. Rights,$0.40,0.00,0.00%,0.00,Hong Kong,2021,100,,
NOVVU,Nova Vision Acquisition Corp. Unit,$10.05,-0.115,-1.131%,0.00,Hong Kong,2021,300,,
NOVVW,Nova Vision Acquisition Corp. Warrant,$0.2373,-0.0328,-12.144%,0.00,Hong Kong,2021,2974,,
NSPR,InspireMD Inc. Common Stock,$3.52,-0.14,-3.825%,28431205.00,Israel,,108144,Health Care,Medical/Dental Instruments
NSPRZ,InspireMD Inc. Series B Warrants,$0.101,-0.002,-1.942%,0.00,Israel,,5764,Health Care,Medical/Dental Instruments
NTES,NetEase Inc. American Depositary Shares,$112.30,4.57,4.242%,301404520558.00,China,,2277084,Miscellaneous,Business Services
NTP,Nam Tai Property Inc. Common Stock,$16.67,-1.24,-6.924%,654430860.00,China,,223439,Capital Goods,Industrial Machinery/Components
NTZ,Natuzzi S.p.A.,$15.70,-0.1501,-0.947%,172238561.00,Italy,1993,2891,Consumer Durables,Home Furnishings
NVCR,NovoCure Limited Ordinary Shares,$91.83,-1.81,-1.933%,9533722370.00,Jersey,2015,449743,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVMI,Nova Ltd. Ordinary Shares,$130.08,1.53,1.19%,3707266342.00,Israel,2000,106057,Capital Goods,Electronic Components
NVO,Novo Nordisk A/S Common Stock,$107.92,1.09,1.02%,246177096363.00,Denmark,,577025,Health Care,Biotechnology: Pharmaceutical Preparations
NVS,Novartis AG Common Stock,$80.17,0.47,0.59%,179347627078.00,Switzerland,,1982292,Health Care,Biotechnology: Pharmaceutical Preparations
NVVE,Nuvve Holding Corp. Common Stock,$14.6184,-1.1716,-7.42%,274844149.00,China,2020,164466,Energy,Oil Refining/Marketing
NVVEW,Nuvve Holding Corp. Warrant,$2.57,-0.25,-8.865%,0.00,China,2020,34927,Energy,Oil Refining/Marketing
NWG,NatWest Group plc American Depositary Shares,$5.57,-0.06,-1.066%,31518299768.00,United Kingdom,,773084,Finance,Commercial Banks
NXPI,NXP Semiconductors N.V. Common Stock,$225.47,2.11,0.945%,59959969652.00,Netherlands,2010,2394284,Technology,Semiconductors
NYXH,Nyxoah SA Ordinary Shares,$19.50,-1.05,-5.109%,500318501.00,Belgium,2021,2410,,
OBAS,Optibase Ltd. Ordinary Shares,$11.70,1.45,14.146%,61030195.00,Israel,1999,1666,Consumer Services,Building operators
OBSV,ObsEva SA Ordinary Shares,$2.155,-0.085,-3.795%,168028498.00,Switzerland,2017,496714,Health Care,Biotechnology: Pharmaceutical Preparations
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares,$2.595,0.035,1.367%,1012033265.00,China,2019,1447560,Technology,Computer Software: Programming Data Processing
OCG,Oriental Culture Holding LTD Ordinary Shares,$4.13,-0.22,-5.057%,84436661.00,China,2020,159931,Consumer Services,Other Consumer Services
OEC,Orion Engineered Carbons S.A Common Shares,$17.285,-0.265,-1.51%,1045519817.00,Luxembourg,2014,228527,Basic Industries,Specialty Chemicals
OLK,Olink Holding AB (publ) American Depositary Shares,$19.84,-1.12,-5.344%,2361100110.00,Sweden,2021,57787,Capital Goods,Biotechnology: Laboratory Analytical Instruments
OP,OceanPal Inc. Common Stock,$6.475,1.255,24.042%,0.00,Greece,,43878258,,
OPRA,Opera Limited American Depositary Shares,$7.75,0.03,0.389%,892380462.00,Norway,2018,125636,Technology,Computer Software: Prepackaged Software
OPT,Opthea Limited American Depositary Shares,$6.2748,-0.3052,-4.638%,275309623.00,Australia,2020,1571,Health Care,Biotechnology: Pharmaceutical Preparations
ORAN,Orange,$10.67,-0.05,-0.466%,28375944008.00,France,,975715,Public Utilities,Telecommunications Equipment
ORMP,Oramed Pharmaceuticals Inc. Common Stock,$17.58,-1.64,-8.533%,669552232.00,Israel,,860136,Health Care,Biotechnology: Pharmaceutical Preparations
ORPH,Orphazyme A/S American Depositary Shares,$2.9401,-0.2999,-9.256%,102763084.00,Denmark,2020,619853,Health Care,Biotechnology: Pharmaceutical Preparations
ORTX,Orchard Therapeutics plc American Depositary Shares,$1.29,-0.06,-4.444%,161893621.00,United Kingdom,2018,425607,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTLY,Oatly Group AB American Depositary Shares,$8.49,-0.46,-5.14%,5024186730.00,Sweden,2021,4826521,,
OTMO,Otonomo Technologies Ltd. Ordinary shares,$3.78,-0.17,-4.304%,499693683.00,Israel,,251751,,
OTMOW,Otonomo Technologies Ltd. Warrant,$0.48,-0.08,-14.286%,0.00,Israel,,15575,,
OZON,Ozon Holdings PLC American Depositary Shares each ADS representing one ordinary share,$40.26,-0.03,-0.074%,8382249922.00,Cyprus,2020,914201,Consumer Services,Catalog/Specialty Distribution
PAQC,Provident Acquisition Corp. Class A Ordinary Shares,$9.78,0.00,0.00%,281175000.00,Hong Kong,2021,11472,Finance,Business Services
PAQCU,Provident Acquisition Corp. Units,$10.075,0.00,0.00%,0.00,Hong Kong,2021,4554,Finance,Business Services
PAQCW,Provident Acquisition Corp. Warrant,$0.69,-0.0001,-0.014%,0.00,Hong Kong,2021,41724,Finance,Business Services
PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares,$0.8384,-0.1121,-11.794%,7712896.00,China,2019,2791730,Technology,EDP Services
PDD,Pinduoduo Inc. American Depositary Shares,$62.22,-4.28,-6.436%,77979629198.00,China,2018,9498174,Miscellaneous,Business Services
PERI,Perion Network Ltd. Ordinary Shares,$23.5325,-0.6175,-2.557%,822485655.00,Israel,,492011,Technology,EDP Services
PETZ,TDH Holdings Inc. Common Shares,$4.37,-0.80,-15.474%,200364478.00,China,2017,464298,Consumer Non-Durables,Packaged Foods
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,$8.04,0.00,0.00%,513612574.00,Netherlands,,2393,Health Care,Biotechnology: Pharmaceutical Preparations
PHCF,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares,$1.41,-0.05,-3.425%,16225657.00,China,2018,57028,Finance,Investment Managers
PHG,Koninklijke Philips N.V. NY Registry Shares,$34.59,-0.59,-1.677%,31487484540.00,Netherlands,,3217959,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PHI,PLDT Inc. Sponsored ADR,$31.92,-1.37,-4.115%,6894720000.00,Philippines,,27480,Public Utilities,Telecommunications Equipment
PHUN,Phunware Inc. Common Stock,$2.855,-0.055,-1.89%,274827382.00,Greece,2016,5997063,Technology,EDP Services
PHUNW,Phunware Inc. Warrants,$1.94,-0.09,-4.433%,0.00,Greece,2016,45202,Technology,EDP Services
PHVS,Pharvaris N.V. Ordinary Shares,$14.72,0.01,0.068%,487652889.00,Netherlands,2021,1345,Health Care,Biotechnology: Pharmaceutical Preparations
PIRS,Pieris Pharmaceuticals Inc. Common Stock,$3.265,-0.035,-1.061%,235282995.00,Germany,,760934,Health Care,Biotechnology: Pharmaceutical Preparations
PKX,POSCO Common Stock,$57.67,2.50,4.531%,17445306949.00,South Korea,1994,264442,Basic Industries,Steel/Iron Ore
PLAG,Planet Green Holdings Corp. Common Stock,$1.10,-0.06,-5.172%,32650123.00,China,,126929,,
PLIN,China Xiangtai Food Co. Ltd. Ordinary Shares,$2.19,0.18,8.955%,52327919.00,China,2019,773243,Consumer Non-Durables,Meat/Poultry/Fish
PLTK,Playtika Holding Corp. Common Stock,$16.575,-0.625,-3.634%,6789687163.00,Israel,2021,692518,Technology,EDP Services
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,$0.89,-0.035,-3.784%,40545416.00,Israel,,421392,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,$6.905,-0.215,-3.02%,1134358510.00,Netherlands,,1047666,Consumer Services,Hotels/Resorts
PME,Pingtan Marine Enterprise Ltd.,$0.83,-0.07,-7.778%,71331001.00,China,,242445,,Farming/Seeds/Milling
PNR,Pentair plc. Ordinary Share,$72.91,-0.78,-1.058%,12065016947.00,Switzerland,,483553,Capital Goods,Fluid Controls
PPBT,Purple Biotech Ltd. American Depositary Shares,$3.845,-0.125,-3.149%,68439977.00,Israel,2015,60074,Health Care,Biotechnology: Pharmaceutical Preparations
PPGH,Poema Global Holdings Corp. Class A Ordinary Share,$9.97,-0.01,-0.10%,429956250.00,China,2021,212295,Finance,Business Services
PPGHU,Poema Global Holdings Corp. Unit,$10.86,0.00,0.00%,0.00,China,2021,589,Finance,Business Services
PPGHW,Poema Global Holdings Corp. Warrant,$1.8227,0.0227,1.261%,0.00,China,2021,67335,Finance,Business Services
PRFX,PainReform Ltd. Ordinary Shares,$1.745,-0.045,-2.514%,18291188.00,Israel,2020,182559,Health Care,Biotechnology: Pharmaceutical Preparations
PROC,Procaps Group S.A. Ordinary Shares,$9.90,-0.36,-3.509%,1116959412.00,Luxembourg,,10373,,
PROCW,Procaps Group S.A. Warrants,$0.9863,0.0463,4.926%,0.00,Luxembourg,,5050,,
PRQR,ProQR Therapeutics N.V. Ordinary Shares,$6.74,-0.32,-4.533%,496813063.00,Netherlands,2014,176370,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,PureTech Health plc American Depositary Shares,$43.57,0.00,0.00%,1253886129.00,United Kingdom,,28,Finance,Investment Managers
PSHG,Performance Shipping Inc. Common Shares,$4.26,-0.54,-11.25%,21652413.00,Greece,,21269,Transportation,Marine Transportation
PSO,Pearson Plc Common Stock,$7.83,-0.22,-2.733%,5925564560.00,United Kingdom,,651288,Consumer Services,Books
PSTI,Pluristem Therapeutics Inc. Common Stock,$2.47,-0.24,-8.856%,79286049.00,Israel,,138896,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PT,Pintec Technology Holdings Limited American Depositary Shares,$0.7511,-0.0162,-2.111%,32549587.00,China,2018,137569,Technology,Computer Software: Programming Data Processing
PTNR,Partner Communications Company Ltd. American Depositary Shares,$6.7499,0.4712,7.505%,1236813647.00,Israel,,23205,Public Utilities,Telecommunications Equipment
PTR,PetroChina Company Limited Common Stock,$43.12,-0.32,-0.737%,78918645627.00,China,,134502,Energy,Oil & Gas Production
PUK,Prudential Public Limited Company Common Stock,$33.85,0.06,0.178%,46482999608.00,United Kingdom,,565619,Finance,Life Insurance
PUK^,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security,$25.38,0.03,0.118%,,United Kingdom,,11222,,
PUK^A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares,$25.485,0.075,0.295%,,United Kingdom,,11630,,
PUYI,Puyi Inc. American Depository Shares,$7.01,0.26,3.852%,422805879.00,China,2019,90569,Finance,Investment Managers
PXS,Pyxis Tankers Inc. Common Stock,$0.589,-0.0628,-9.635%,12698772.00,Greece,,402160,Transportation,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,$14.01,-0.84,-5.657%,0.00,Greece,,5147,Transportation,Marine Transportation
PXSAW,Pyxis Tankers Inc. Warrant,$0.2411,-0.0587,-19.58%,0.00,Greece,,2818,Transportation,Marine Transportation
PYPD,PolyPid Ltd. Ordinary Shares,$6.96,0.16,2.353%,130545727.00,Israel,2020,30904,Health Care,Medical/Dental Instruments
